ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country
c9ec9c8c-e472-43ef-9b41-aa9be2ae1af9,2001,High School,Married,51442,0,0,2022-10-22,203,1212,1838,2873,2968,240,1012,65,98,25,42,15,1,1,1,1,1,0,0,KW
250d0ebc-6ee6-429e-b03d-3ee3774f04a0,1987,PhD,Married,134639,0,2,2022-10-18,2,4425,88,1496,2957,4610,2836,85,25,51,80,15,0,0,0,1,1,0,0,PH
cca3a1a3-9880-43ee-b49c-78f91ce92c00,2010,PhD,Single,136796,5,5,2023-07-21,30,1646,2422,1028,1862,1686,3425,52,37,3,83,64,1,0,0,0,0,0,0,ER
435fd95e-a74c-42d6-bc91-cd7d7d6f6e40,2007,Masters,Divorced,166260,3,3,2021-11-12,293,344,423,4455,3160,3553,2173,91,35,68,48,48,0,1,0,0,0,0,0,ML
29266a30-4e40-40c2-90ee-9bc02be28e60,2016,PhD,Single,176699,2,0,2023-09-15,300,4442,3380,153,3629,2195,3750,68,53,66,10,24,0,1,1,1,0,0,0,CY
f476664e-f026-4865-aa74-05861c03f60b,2014,Masters,Married,144395,5,3,2022-04-19,198,2671,4073,520,2413,1296,4337,34,66,34,34,32,1,0,1,0,0,1,1,VN
8a97b771-8737-415d-80fc-4db009205bbd,1971,High School,Divorced,197237,1,5,2022-05-31,25,337,3103,1585,467,1877,3114,83,86,70,74,18,0,1,0,1,0,0,1,SB
8a81fa24-61d3-4b7b-8b02-f3920b7bbb89,2010,PhD,Divorced,198257,3,1,2023-03-21,185,2470,564,1906,3444,4770,3515,51,50,42,8,16,1,0,0,1,0,0,0,PA
eba6233a-7d3a-44e0-ba16-9917d9833af5,1991,Bachelors,Divorced,62280,1,1,2023-09-24,289,462,4309,2154,3391,1224,4469,86,70,74,9,86,0,1,0,0,0,0,0,IE
70583177-0be8-484b-937b-6e104b5e738a,1989,Bachelors,Married,195360,4,2,2023-01-20,92,1597,2456,4685,3797,415,1937,99,56,28,31,12,0,1,1,0,1,1,1,ME
a4b89f7d-d59b-4af0-b53c-381b3d637c6b,2001,High School,Divorced,30651,4,4,2022-03-03,328,2465,1468,689,4018,3417,3511,75,28,66,93,99,1,0,1,1,0,0,1,SN
a763e006-16c9-4617-b14c-364e08b1b52b,1978,High School,Married,114025,4,5,2023-02-26,249,4517,3463,70,791,1032,4245,95,62,5,29,60,0,0,1,0,1,1,0,PY
969ca626-51d4-4876-a370-e13bb7902f45,2006,PhD,Married,53869,5,5,2022-07-07,149,1285,530,4927,1859,2139,2288,74,28,97,37,4,0,1,1,1,1,1,0,EE
78faf0f0-f3cc-4003-a734-1664ba3092e1,1976,Masters,Married,66298,4,0,2022-12-25,266,1437,1832,447,2206,2428,1022,97,38,33,15,37,1,0,1,1,0,0,1,VE
00656a4b-848b-41b3-8e17-acf09eca4b73,2011,Bachelors,Divorced,188270,1,5,2022-11-18,248,3947,464,689,2435,850,1275,32,12,53,94,18,0,1,1,1,0,0,1,FJ
46f469ad-3c02-46ec-bc82-2a223b49e4c9,1983,High School,Married,76910,0,4,2022-09-13,130,1989,289,1180,2056,4286,1018,9,59,70,32,99,1,0,1,0,1,0,1,FJ
68923955-7aa5-41a7-b2ab-04cd5b0080ae,2018,PhD,Married,111944,2,4,2023-03-13,230,605,3038,2026,1450,3331,987,41,87,19,34,61,0,0,0,1,0,1,0,FJ
baf859a2-b123-4247-9fc3-34aa60045769,2000,Masters,Married,126118,5,2,2022-05-03,360,2820,1156,1521,1413,2462,1501,98,76,15,50,55,0,0,1,1,1,0,0,CZ
5c9e1d69-9592-4dbc-b6fc-459fbee7b972,1980,Masters,Married,60949,5,5,2023-07-10,350,1219,1539,1940,1668,803,608,47,11,66,70,81,0,0,0,0,0,1,0,GN
b3ba7ad0-7d43-43c5-b1b1-dd0387bbe379,1990,Bachelors,Married,108424,0,2,2023-04-10,61,2362,1684,3962,3541,4440,2843,17,15,37,13,85,1,0,1,0,1,1,0,HN
c9cc59ea-ed62-4666-80d4-c3ef85f979fc,1990,Bachelors,Married,155554,1,5,2022-11-26,83,1867,3018,3850,1452,2520,3946,82,65,54,32,76,0,1,0,1,0,0,1,MM
1df56950-d2d5-47ee-8a00-829417bad9ee,1986,PhD,Single,114540,0,4,2023-05-13,199,990,2744,3476,2504,2378,3739,21,47,53,71,96,1,0,1,0,1,1,0,LV
b29ddf4e-69ba-4c76-bbc2-d112e92edc1b,1997,Masters,Divorced,13200,0,2,2021-12-25,335,3713,4248,1911,3906,3282,2114,64,98,75,75,95,1,0,0,1,0,1,1,TL
cd1289a1-7203-4df4-9da8-059c38efdcab,1992,Masters,Married,197821,0,2,2021-11-20,59,862,1626,2061,2211,2687,16,39,19,39,72,62,1,1,1,1,0,0,0,MH
a60b0d71-4231-47a8-9c4c-ea2b07ec33b0,1972,Bachelors,Single,22267,4,3,2022-02-25,333,127,3139,1323,4483,262,2285,30,76,94,39,100,1,0,0,1,0,0,0,QA
69ae22b9-7c8b-4b9c-849d-6acc0505c734,2018,High School,Divorced,145967,2,5,2023-04-02,112,811,2625,1408,498,3652,2305,29,71,80,18,46,1,1,1,0,1,1,0,SL
b307e775-a0b0-4cc3-8c5d-bb2f2a2babab,1985,Bachelors,Divorced,154877,3,2,2021-11-21,338,2782,127,4241,5,1205,68,64,56,10,97,58,1,1,0,1,0,0,1,TR
d06f6b17-9936-4df4-a06c-5b3022ff4120,1986,Masters,Single,124644,3,5,2023-08-19,280,4827,2042,1512,2728,1707,759,61,59,92,27,1,0,1,1,0,1,0,0,SA
32b852b2-3457-4393-a23d-9a716ba69b49,2012,Bachelors,Single,182629,5,4,2021-12-02,59,4702,2796,4855,4542,3395,4978,37,97,41,42,53,1,1,1,0,1,0,1,TM
b87c5470-7396-47fc-b024-70146c6e68fb,1983,PhD,Divorced,175754,4,1,2022-09-02,305,3658,4474,2028,3484,2272,2531,27,14,75,6,42,0,1,0,1,0,1,1,NR
3036d59e-7422-424b-ba13-9a703f65cb2d,1976,High School,Divorced,63649,5,5,2022-09-24,206,1128,3578,3059,4516,1721,4006,40,3,12,54,75,0,1,0,0,0,0,1,ZW
ca9a25bc-fef0-4fe7-a90f-c1a31eb638a2,1970,PhD,Divorced,104183,0,1,2022-02-23,349,1698,229,300,2286,110,1881,98,99,74,28,80,0,1,1,1,1,1,0,RO
81c6ba4f-0dc4-40e3-bc83-d17c80623401,1978,High School,Married,12853,3,2,2022-01-10,67,477,532,1368,4050,1156,4245,17,15,100,91,54,0,1,1,1,1,1,1,KE
efef0157-be84-4506-a854-e7ed45cdc222,2002,Masters,Married,62840,0,1,2023-10-22,190,4043,159,2206,4895,3379,1296,5,60,49,25,24,0,0,0,0,0,1,1,CO
c4d43498-7dc0-47fc-afa7-b1e248eeb03b,2023,Bachelors,Divorced,137587,4,4,2022-08-03,91,4890,2336,4543,7,629,2135,7,14,23,76,55,1,0,1,0,0,0,0,PE
f9c590af-efc5-4d61-a3d0-c34e45603b8a,1978,Masters,Single,57532,4,4,2023-07-24,360,4155,4931,3119,1173,3944,1683,84,16,38,4,74,0,1,0,0,1,0,1,MC
7a5ce6c4-e0cc-4270-a230-6a0f40193772,1977,High School,Married,170877,1,1,2022-01-05,40,681,4291,3115,218,3146,2295,61,8,89,30,92,0,1,0,1,1,1,0,CF
902bdf6b-cb8d-49c6-89c3-96528dd34af4,1979,High School,Married,172644,3,0,2021-11-18,323,987,4956,122,1196,2185,4454,44,45,0,17,41,0,1,1,0,0,0,0,AE
fd22e116-b00b-45bb-9607-d11991b12d4b,1989,Masters,Married,153931,2,5,2023-06-03,94,3667,2084,220,3662,4172,1991,33,60,63,54,80,0,0,1,0,0,1,1,KH
26f524f9-38d7-442f-ba04-bcf6add68246,1990,High School,Single,154824,0,3,2022-08-20,300,922,3948,3700,1582,2433,4863,25,92,58,51,8,1,0,0,0,1,1,0,FJ
fa0e96f7-90e8-4273-8289-ca033135a2c9,1989,Masters,Married,198391,2,4,2022-06-18,134,4567,358,925,2618,2044,2446,13,68,18,51,59,1,0,1,1,0,1,0,BN
2898cd39-2d60-4f9d-a7ba-afb83a6f78ba,2008,Masters,Married,179939,1,5,2022-06-03,173,917,1468,2830,4546,4654,2195,30,82,9,85,56,0,0,0,1,0,0,1,UA
b3bdad74-00ba-4059-ac9e-a934dcfbd02b,2016,Bachelors,Married,196299,4,3,2022-03-31,250,695,3242,3564,2747,894,2012,61,67,86,90,57,1,1,0,1,1,1,1,MH
3147b4b7-de69-4db9-90f2-5e7618ca4623,1976,Masters,Single,136103,4,1,2022-05-09,99,206,520,1635,4985,906,1366,93,43,33,39,27,1,0,0,0,1,1,1,ER
717662a6-a676-43bb-a7a9-d46b9b1c4825,2023,PhD,Married,182452,2,3,2023-04-27,214,2100,2571,2564,1768,1322,4357,60,52,21,19,79,0,0,0,1,1,1,1,PT
b357397e-4cc8-407e-b40e-e6bc09e7ede5,1981,Masters,Married,25624,3,2,2023-01-19,256,4195,3232,3203,3137,60,71,64,50,21,75,1,1,0,1,1,0,0,0,NI
cbcc8d32-7716-472f-b578-d04a46c00958,2018,Masters,Single,128947,2,4,2021-12-10,285,670,3080,1568,1647,1315,2381,59,20,21,35,4,1,0,1,1,1,1,1,VU
5845f12b-8432-43a2-bab0-652efd8f9e14,1971,PhD,Divorced,94409,1,0,2022-01-06,58,421,4568,3000,1956,3722,2595,56,67,5,71,85,1,1,0,1,0,1,0,TO
c34c6391-a470-4af6-804c-44f573d85d69,1984,PhD,Single,40734,5,0,2022-01-08,184,2906,2533,3271,4707,3108,2101,24,51,2,8,95,0,0,0,0,0,1,1,LI
c5675390-ee25-417f-b002-23bc0f1266d5,1979,High School,Single,162932,5,5,2022-11-13,130,2039,1626,3389,1437,4619,433,45,7,8,30,81,1,1,1,1,0,1,0,DM
e6064b56-d20d-4e01-9069-350cf4d01f74,2006,Bachelors,Divorced,92027,3,2,2023-07-03,163,3711,1794,4429,2310,3716,4014,48,41,79,32,29,1,0,0,0,0,0,0,RO
5804d323-60b0-4a34-9437-5a3e63cb5aef,2000,PhD,Married,74176,2,3,2022-11-03,194,3344,4836,2238,1365,2754,4292,9,43,27,59,43,0,0,1,1,1,1,1,MD
61131f67-ef0d-43f0-b8d3-a25bee6af9c4,2013,Masters,Divorced,101219,2,3,2021-11-28,86,3910,4803,3816,3457,255,4984,47,71,84,70,96,0,0,1,1,0,0,1,SK
ed935e26-43ca-4e0a-bcdc-e71b1d22f019,2000,Masters,Married,59095,5,2,2022-08-23,137,2087,436,4827,4858,2221,4684,33,15,71,87,35,0,1,0,0,1,0,0,LB
6d6031e7-f269-427c-b856-6f9db2653552,2020,Masters,Married,117608,0,4,2022-12-05,114,2222,525,4126,1121,1275,614,57,89,43,45,76,1,0,0,1,0,0,0,LT
034dbf0a-86dd-4749-8160-b93e2db4d66a,2020,High School,Single,188404,5,5,2022-12-21,42,744,2236,3055,500,1000,4721,97,65,63,33,65,0,0,0,1,1,1,1,HT
361905a9-9604-4755-9789-866f899fdd9a,1985,High School,Single,151900,0,0,2022-10-23,214,2640,3671,2416,3511,777,4970,83,25,65,78,96,0,1,0,1,0,1,0,WS
23ec2480-3949-4606-85c6-3eb0730be0bd,2014,Bachelors,Single,191105,5,0,2022-12-14,16,4540,2054,2578,866,3469,4214,34,13,15,93,65,1,1,1,0,0,1,0,ES
deab6371-466d-408a-936f-d478aeb9bf17,2017,Bachelors,Single,134024,1,4,2023-09-12,280,4221,918,2870,1285,3904,201,11,63,3,56,73,0,0,1,0,1,1,0,UA
45ffe9ab-aced-432f-a7ab-1b10451d1abf,1997,PhD,Divorced,76140,2,1,2022-12-11,152,4967,4780,3369,787,1164,1805,78,36,81,85,51,0,0,1,1,1,0,1,HU
aabb1cf0-8728-412c-b85d-cab8fc92226a,2019,High School,Single,180262,3,1,2022-12-09,286,3159,1762,1908,413,579,4862,5,76,89,5,82,1,1,1,0,1,0,1,AU
b1ab6458-1c50-43e6-806a-e3259ae790bb,2019,PhD,Single,18489,1,2,2023-06-29,205,2449,2702,2277,2000,4557,1977,45,88,5,60,58,0,1,1,1,1,0,1,SK
180132e1-716f-4da7-8e64-d0cff6f02fc7,1976,PhD,Single,123674,3,1,2022-12-29,299,4662,2505,1701,2797,4972,2034,83,59,5,98,53,1,0,0,1,0,0,1,TH
fea95a4b-86c1-4073-a7b9-01b2b6c6e754,1987,High School,Single,32572,5,1,2022-12-21,230,4966,974,4638,462,727,4213,81,9,25,54,15,0,1,1,1,1,0,0,MC
980d4620-aae5-4cbd-95d8-07ee68691140,2023,Masters,Divorced,42360,2,3,2023-01-09,154,4288,812,4935,2277,965,3384,32,46,28,35,83,1,1,0,0,1,1,1,TV
213763eb-8738-4853-9b8e-c4067915ec70,2001,High School,Divorced,54931,5,0,2023-08-09,91,313,2274,1276,4615,496,1835,13,54,52,15,98,1,0,1,0,1,0,1,GY
cff6a5a1-18c5-4971-a477-01e7ef3accd4,2021,Bachelors,Married,68749,1,2,2023-09-04,122,1475,4412,4620,3302,2917,516,22,72,0,18,90,0,1,0,0,1,0,1,BF
ef7a2a05-fac7-4961-8da9-eb7f69d7deff,2005,PhD,Married,32771,5,0,2022-04-28,136,43,458,4353,3701,4069,1184,3,76,79,86,72,0,1,1,1,1,0,1,BW
2c0848ea-714b-410a-9d58-c6ca69a48c09,2008,PhD,Divorced,148947,3,4,2023-06-18,291,4006,2426,4944,1304,3071,2804,30,51,65,10,61,0,1,0,1,1,0,0,KN
c196fd13-0d80-46bb-8f70-7bceef1d0598,2013,Masters,Divorced,25493,5,5,2022-01-26,14,2133,1382,4499,3660,4529,2604,63,24,24,52,41,0,1,0,0,0,1,1,IT
c803d7c3-6354-4a52-9146-b940fff703ab,2016,Bachelors,Divorced,160962,0,4,2023-04-13,261,1767,3260,1577,4050,3760,2943,26,67,54,13,65,1,0,0,0,0,1,1,DO
ffe5e92a-355f-4bf1-a90b-a1448fd6d7e2,1997,Bachelors,Married,75908,4,0,2023-07-14,96,3848,1451,3579,957,4226,3629,27,97,44,24,25,0,1,1,1,0,1,0,SK
dc21983a-f618-4224-948a-b897b8a8c264,1980,PhD,Married,105097,4,4,2022-11-25,19,2785,2296,712,1427,422,1614,2,3,43,79,68,1,0,1,1,1,1,1,IL
a79624b0-7e10-473d-b39c-c9864d5979bb,2019,Bachelors,Single,33743,1,5,2023-02-21,228,2334,3501,925,3345,4281,622,53,59,36,1,84,1,0,0,0,1,0,1,MU
4d9966ff-25bd-4e0b-a511-e54fbc502c9e,2011,Bachelors,Married,47118,3,3,2022-12-13,329,4071,4129,582,1169,4198,2785,5,79,33,77,54,0,1,0,1,0,1,0,NP
8234650c-f478-4362-87ea-5a89bbc20f51,2015,PhD,Married,50717,3,4,2022-07-01,192,4401,4341,366,2111,2014,151,55,9,24,32,77,0,0,1,0,1,0,1,BR
bce46eb5-52dd-42f9-a9c0-e4d6595deade,1979,High School,Divorced,185739,3,1,2022-10-15,22,1033,1480,2027,4106,1236,4807,55,59,82,81,59,1,1,0,0,1,0,0,WS
605147e7-dfb6-44c7-9616-6c8df490ba9d,1970,Masters,Married,114062,5,4,2023-10-17,155,1749,1509,1215,3416,123,4354,81,85,79,53,47,0,0,1,0,0,1,1,PK
8c53ca37-3019-482d-9432-deb19f7275c2,1984,Bachelors,Married,137192,1,5,2023-04-11,45,2528,1113,4102,672,4496,759,1,96,21,79,31,1,0,1,1,0,1,1,KH
b5a50ea6-6d85-4789-93af-a0b82ed5c5aa,2001,PhD,Divorced,183417,5,0,2022-03-27,363,2770,821,3606,4748,3350,1056,60,8,8,22,4,1,0,1,1,1,0,1,RU
685d185f-5a88-4d15-8ab3-df913e50d503,2004,PhD,Single,163769,2,1,2022-05-18,181,411,3375,4570,3560,1960,2695,84,50,28,79,86,1,0,0,0,0,0,0,GE
b17b720c-a6a4-4f45-8a65-b23f455f3099,2010,Bachelors,Single,169421,3,5,2023-10-21,279,3600,1457,3898,3980,105,4452,96,18,69,94,2,0,1,1,1,0,0,0,ZM
0ba4f9a7-c5be-4500-84e4-41e2f735ef2e,1995,Bachelors,Married,72152,5,2,2023-02-12,241,210,2122,2600,530,19,4420,93,38,85,55,11,1,1,1,0,0,0,0,TZ
5f8c1cd7-80da-4dcf-b9da-677b4abef00c,1989,Masters,Single,82701,2,0,2023-07-01,312,524,2700,3230,1795,2854,483,81,27,76,3,15,1,1,0,0,0,1,1,BB
387532a9-ba7b-43da-bd15-a51c8d8c8a0b,2015,Masters,Married,71420,1,3,2022-10-28,232,3216,3970,3451,4642,2248,1897,0,84,25,66,61,0,1,0,0,0,1,1,KE
a566401f-f263-4d4e-9879-c2b94fa04487,1984,PhD,Divorced,46511,3,3,2022-07-12,161,1735,2339,2808,806,3497,2399,1,19,63,89,24,1,1,1,0,0,1,1,LU
e91bb17a-5d4c-49b8-b1bb-e399ff3ecb59,1988,High School,Married,106827,1,4,2022-12-04,365,813,4566,1652,4160,4031,2346,44,4,52,23,4,1,1,1,0,0,0,1,LV
e43767c1-290f-4675-9897-2490be72b39e,2016,PhD,Single,69899,5,4,2023-07-26,240,3137,694,4898,826,352,1612,79,64,92,3,96,1,1,1,1,1,1,1,AZ
508f9655-593c-4d3b-9fdb-7d170537ed24,1999,Bachelors,Single,47406,5,5,2023-06-23,357,3515,4752,4494,1223,2859,4428,69,89,87,20,82,0,0,0,1,0,0,0,TV
9b1c4871-5e17-47e4-936b-eef18539dda9,2003,High School,Divorced,94135,5,5,2022-02-12,157,72,2147,4263,1780,279,4100,33,43,41,58,24,1,0,1,0,0,1,1,LA
721b3ea4-bfa7-4e43-befc-c3495b95c278,2000,High School,Married,109349,1,2,2023-03-11,305,4731,1993,2733,2458,9,1643,74,81,55,96,9,0,1,1,0,0,1,1,CA
00391928-6d4e-411b-8971-4fd35b040759,2017,Bachelors,Single,79453,1,4,2023-09-23,283,4670,1198,1902,1084,4624,1204,76,53,11,71,15,1,0,1,1,1,1,1,KE
d2c30dc5-111d-42de-b636-11436174a2a1,2014,PhD,Married,140346,1,4,2022-08-05,31,4712,448,286,1922,2099,3974,18,28,56,23,86,1,1,1,1,1,0,1,ML
e9e44809-c14a-47e0-afc0-9c1b265ebcc6,1983,High School,Married,64938,2,4,2022-01-08,54,3623,3504,2991,768,3789,2644,98,92,69,17,70,1,1,1,1,1,0,0,DZ
61cb32ec-8ff1-4a21-ba77-795a6e16d7f3,1997,Bachelors,Married,52388,0,3,2021-12-27,12,3885,566,349,1412,3004,4524,68,62,74,83,56,0,0,0,0,0,1,0,MV
f66f8aef-6ca9-4e4f-8701-123258074c68,2010,Masters,Married,60111,2,1,2022-02-13,360,2733,2707,3667,1913,1160,2374,47,89,53,11,54,0,0,1,1,1,0,1,MH
dee3c7b0-d931-4367-be1e-50137872da52,1975,PhD,Married,199996,3,5,2023-10-03,294,4239,3349,1507,4419,1717,501,60,3,73,52,77,0,1,1,1,1,1,0,IS
30679d35-368f-4a2d-bf47-3b62dc3bbcd5,1989,Masters,Divorced,119253,0,3,2023-06-17,243,4566,2870,3459,2364,1364,2469,69,26,70,82,42,1,1,0,0,1,0,1,PH
79064671-fbf4-470c-941e-919443b28689,1998,PhD,Married,179246,3,5,2022-06-28,205,4676,758,185,3595,86,4827,2,23,28,34,14,1,0,1,1,0,1,0,NA
8efb6c05-fedb-41f3-acc8-bad719bce82a,1978,Masters,Single,100911,4,2,2022-03-29,177,2598,2661,2194,1563,1871,323,62,77,35,89,33,0,1,1,1,1,1,0,TM
f7de1269-0bfe-4343-8b50-8f7f441e1802,2002,Bachelors,Married,83961,2,1,2023-06-28,346,1012,3465,3056,3990,823,2256,85,20,14,29,48,0,0,0,1,1,0,0,BB
0ca3eaf5-ddcd-4825-b9c9-d47500bf8857,1975,Masters,Single,29782,4,0,2022-03-15,227,3530,2002,1253,4983,3009,1118,20,72,4,18,6,0,0,1,0,1,0,0,NZ
01367f59-44c2-4d90-bfaa-675b75fa1956,2022,PhD,Married,194993,4,4,2023-01-29,334,4406,2630,46,233,2787,3262,42,78,41,40,83,1,0,1,1,1,0,1,MC
57d8cd10-b391-4029-9616-4408874c5a28,1980,PhD,Married,199200,2,4,2021-12-17,212,405,4570,1330,3775,790,1538,88,37,31,55,35,1,0,1,1,0,1,1,BA
e51c5a0c-f37f-4258-b5ad-c721c3e9ab57,1995,Bachelors,Single,82238,1,3,2022-04-10,160,2260,829,1172,4802,142,3607,47,6,69,57,58,1,1,1,0,1,1,1,CA
7d6eb6de-b7a1-495a-b9c5-66f547e336f2,2018,High School,Divorced,70073,4,1,2021-12-27,14,1293,4359,1499,1562,811,1338,27,50,100,39,91,1,0,1,1,0,0,1,HR
a83c382e-1540-40cc-af16-f9418e0b3765,2007,High School,Divorced,111412,2,3,2022-10-29,201,1831,1235,326,195,4996,3861,81,13,66,5,8,0,1,1,0,1,0,0,CO
d2c29792-1fdb-4045-b0e0-3eb1ce3b36a7,1997,Masters,Married,189172,4,2,2023-04-28,227,3803,4700,1322,4670,1383,4286,57,69,62,45,12,0,1,1,1,0,0,0,MW
6eef3bb1-d89d-4f48-aa55-3ddeb13a9ea7,2020,Bachelors,Married,114613,1,3,2022-04-30,255,1570,1957,1403,1189,470,1772,18,66,1,31,75,1,1,0,1,0,0,0,MV
c9bc2c8d-74cb-45ad-b9cc-4b2666fda0b5,1996,High School,Married,11698,5,0,2022-02-12,146,2928,4718,3355,2122,511,4214,23,75,91,77,22,1,0,1,1,0,0,1,LV
0a319c15-ac01-4d78-b29a-d2ccdc47d104,1998,High School,Married,193350,2,4,2021-11-21,125,847,3729,2951,1795,4398,541,92,66,57,91,57,0,0,0,1,0,0,1,WS
20b6a2f0-cc11-44f1-ad0b-12e82d71c221,1977,Bachelors,Single,191572,1,2,2023-11-01,120,4620,4383,314,2069,3972,601,13,55,74,65,53,1,1,0,1,0,1,1,AU
c2c390b9-8163-4acf-8ff1-26d25cb37b9f,1979,High School,Divorced,160923,1,0,2022-12-19,197,967,2310,4343,1333,2599,187,65,58,12,29,18,0,1,0,1,0,0,1,MD
eb5570f2-7d1c-41c6-b176-739e15fdf404,1973,Masters,Divorced,165380,5,4,2023-07-24,244,1445,2090,201,3351,1331,4106,48,49,55,3,24,0,1,0,1,0,1,0,BS
6ee8ac2d-ade1-46b8-99a9-9b6695566d7d,1978,PhD,Married,179756,2,1,2023-10-24,160,1458,1600,1551,4642,1717,3409,29,59,65,56,54,1,1,1,0,1,1,1,LR
6ba9fa0c-7000-43c4-a1b7-c2c4a94a3230,2006,Bachelors,Single,63792,1,5,2023-09-09,36,1190,2971,4647,1335,714,507,50,40,59,66,96,1,1,0,0,0,1,0,RW
668e46ec-c05b-4512-9d69-683d51dec6aa,1983,Bachelors,Married,99143,0,2,2022-01-25,229,886,2493,2038,3026,3656,2941,75,43,4,9,67,0,0,0,0,1,1,1,DE
08067ebf-0686-4677-80bd-f30a6416564d,2023,PhD,Married,70127,0,5,2022-07-01,303,2384,4730,3842,4743,1474,2847,84,29,73,25,71,1,0,0,0,0,0,0,BT
32668c8b-2290-4f8a-8289-2634e96b513a,2007,Masters,Divorced,69281,2,2,2022-08-11,86,1574,690,2725,3870,624,4191,14,62,100,60,92,1,0,1,0,0,0,1,FI
2ba17d42-3560-4118-b60e-bdac6c2252ed,1990,PhD,Single,28367,1,3,2022-10-17,148,1740,2287,4565,377,1846,1457,65,17,55,12,10,0,0,1,0,0,1,0,KP
fc994664-82d3-47cd-9975-5454edadee5f,2009,High School,Divorced,101221,0,2,2021-12-18,348,2545,918,869,2502,523,1971,92,80,54,23,47,0,1,1,1,1,0,0,HN
